;train_losses;val_losses;train_accuracies;val_accuracies
0;30.08003102563749;29.808676974355997;0.24203822;0.24962908
1;29.40630834907483;29.112337435034686;0.2481688;0.25148368
2;28.602523352993522;27.050936727212516;0.26847133;0.31138724
3;26.525268418621867;24.64478267477245;0.34187898;0.40170622
4;25.00548917928319;23.770027239881568;0.38734075;0.42192137
5;24.15813043618658;23.187081368103932;0.41098726;0.43304896
6;23.490010297981797;22.92732819180814;0.42965764;0.43861276
7;22.694200200487852;21.816605723576306;0.4508758;0.47403562
8;21.837372361930314;20.796871383395324;0.47555733;0.5098294
9;21.09062106260069;20.594000176789145;0.49574044;0.5055638
10;20.521208413239496;19.97505189120239;0.50971335;0.520957
11;19.801593730707836;19.338407865971416;0.5273885;0.5376484
12;19.14130885859204;19.463582072838125;0.5466959;0.5374629
13;18.389402347005856;18.765181467865624;0.56894904;0.5563798
14;17.87885297240725;18.315630094941362;0.57957804;0.56917655
15;17.234905997051555;18.33584723769734;0.5946258;0.5702893
16;16.421884510015985;18.282235405919106;0.6178344;0.57436943
17;15.867676449429457;17.845806907121787;0.63053346;0.58586794
18;15.023197538533788;17.61483762950501;0.65561306;0.5962537
19;14.196133077827987;18.136270240081878;0.6719347;0.5866098
20;13.351090502738952;18.60207221911286;0.69279456;0.5977374
21;12.492227907848966;18.431328159411514;0.714371;0.5943991
22;11.512678512342417;18.061513842744006;0.7376592;0.5943991
23;10.748528413104404;18.9206949709431;0.75700635;0.59551185
24;9.916656844631122;19.58698103052926;0.7740446;0.5893917
25;9.137388280394731;19.68802612825388;0.79394907;0.59736645
26;8.337774993887372;21.059449044462482;0.8130573;0.5908754
27;7.716525006901686;20.964556401844195;0.8234873;0.5908754
28;7.260281657033665;21.3450063046079;0.8371815;0.5943991
29;6.666491983954314;23.34934651745533;0.8500398;0.5968101
30;6.132175980422907;21.644744694763546;0.86094743;0.60163206
31;5.650140857734498;22.62349567922711;0.87356687;0.6151706
32;5.083012598686537;22.905357028327284;0.8921576;0.6114614
33;4.680753114904947;23.352460853423846;0.8999204;0.6081231
34;4.297778215729127;23.38430685813066;0.90696657;0.6057122
35;4.104117064624075;23.288685314733126;0.91218156;0.6129451
