;train_losses;val_losses;train_accuracies;val_accuracies
0;61.03166148677753;60.707104846570616;0.2504777;0.25
1;60.673539097293926;59.84120004416923;0.25298566;0.2533284
2;59.11715400841585;57.59116756281204;0.29446656;0.33931214
3;57.80220972049008;57.0924654401971;0.33925158;0.35946745
4;57.134003263825825;56.32121316356772;0.3647293;0.37573963
5;56.29641661431379;54.95807205290484;0.39402866;0.42714497
6;55.06751363960801;54.21164276755068;0.4348328;0.45321745
7;54.28677177186225;53.57711140784991;0.4615844;0.47355768
8;53.80900333671813;53.33976940854767;0.4740446;0.4802145
9;53.274643989125636;53.09129705936951;0.4936306;0.49204883
10;52.763916535590106;52.71657815628503;0.5081608;0.5016642
11;52.34948515193478;52.65672790369339;0.52340764;0.50240386
12;52.063325048555996;52.01999489372299;0.5316879;0.5242234
13;51.69985501234699;52.0559765968097;0.5435908;0.52570266
14;51.30400202562855;51.787340034394575;0.55796176;0.53402364
15;50.90337195426795;51.73099037034977;0.5691083;0.5351331
16;50.51530629054756;51.402546673836795;0.58328027;0.5462278
17;50.18141850271043;51.80431586045485;0.5928742;0.53587276
18;49.76742695122008;51.40436006579879;0.60732484;0.5475222
19;49.36944184515886;50.831506080176;0.6201035;0.5665681
20;48.98458345255275;50.941514906798595;0.63184714;0.5591716
21;48.65569246134181;51.02959786928617;0.6419586;0.56009614
22;48.38252806936859;50.815483431844314;0.651871;0.5665681
23;48.16836674198223;50.809600293989014;0.6584395;0.5658284
24;47.97353012668099;50.66676064214763;0.66401273;0.56971157
25;47.718277137902135;50.32447571161936;0.6720541;0.5817308
26;47.31711273679308;50.62590583259537;0.684793;0.5717456
27;47.130081108724994;50.77606969754371;0.69036627;0.5641642
28;47.01389678663509;50.678010782546544;0.69454616;0.5715606
29;46.70311952335819;50.47684595570762;0.7037022;0.57303995
30;46.4268058582476;50.56034556507359;0.7134156;0.5745192
