;train_losses;val_losses;train_accuracies;val_accuracies
0;61.19576559856439;60.29410920904938;0.23252389;0.25055474
1;60.62528864866609;59.99252615031406;0.2525876;0.26275888
2;59.72830023795936;57.780570769451074;0.2808121;0.33931214
3;58.093861700167324;57.39650482538889;0.33451432;0.35133135
4;57.56183745754752;56.981909469739925;0.3531449;0.3633506
5;57.22207774751505;56.90933830216086;0.36731687;0.36871302
6;56.89594204167651;56.739346792006636;0.3786624;0.3735207
7;56.66308410061393;56.533947323906354;0.3857882;0.37888312
8;56.392291182013835;56.34829870483579;0.3938296;0.38517013
9;56.08546774797379;56.37341845811471;0.4044586;0.3860947
10;55.745263885692424;55.529250105457194;0.4138535;0.41105768
11;55.29080933977844;54.98660759107601;0.42866242;0.42511094
12;54.258482666987526;54.09970623219507;0.4617038;0.45987427
13;53.60017035417496;53.53691543488813;0.48316082;0.47762573
14;53.03202216761887;53.402154313036675;0.5005971;0.48243344
15;52.409842540959644;52.80028861232058;0.5208599;0.5048077
16;51.94121419335627;52.68897580254007;0.5371019;0.504253
17;51.53527830573404;52.436337341218305;0.55159235;0.51035506
18;51.136175551687835;52.41029201597857;0.5640525;0.5133136
19;50.61335966268163;51.82012688902003;0.580215;0.53346896
20;50.17754194903526;51.69590357492661;0.59442675;0.53661245
