;train_losses;val_losses;train_accuracies;val_accuracies
0;62.139898613607805;60.853086860927604;0.17153662;0.16919379
1;60.487784153640646;59.93020671641333;0.253543;0.25943047
2;60.10800409013299;59.43687295631544;0.26230097;0.2762574
3;57.690345822474;55.78081779931424;0.34538215;0.40421596
4;56.02156866766085;55.10587651630831;0.4025876;0.42196745
5;55.419548637244354;54.84513415951701;0.42328823;0.42973372
6;54.91326730327242;54.422851788221735;0.4393312;0.44656065
7;54.48554209812431;54.39741038147515;0.45477706;0.44840977
8;54.13606056164784;53.716296337059966;0.4625796;0.46893492
9;53.84165455034584;54.7422734379063;0.4741242;0.43454143
10;53.55701465971151;53.389259851895844;0.4842755;0.4818787
11;53.242168407075724;53.2319926933424;0.4946258;0.48742604
12;52.85972467410337;53.01869983221652;0.50784236;0.4929734
13;52.7334126369209;53.06554778511002;0.5088376;0.4935281
14;52.4957056227763;52.58930678057247;0.5198647;0.5090606
15;52.232612556408924;52.39332614424666;0.5272293;0.5140532
16;51.886253701957166;52.15857473068689;0.53964967;0.52274406
17;51.71378055742592;52.37677588265323;0.54367036;0.51368344
18;51.39387332406014;52.39700753025755;0.5540207;0.5164571
19;51.17322676348838;52.572203907035515;0.5617038;0.5061021
20;50.87119562428468;51.894870628266645;0.5723328;0.52847636
