;n_epochs;learning_rate;weight_decay;dropout_prob;conv__in_channels;conv__out_channels;conv__layer_repetitions;lin__out_dimension;loss_fn;optimizer;split_seed;incep__num_layers;incep__multiplier
0;30;5e-05;1e-08;0.62;14;(200, 400, 600, 800);(2, 2, 2, 1);(432, 108, 27, 7);CrossEntropyLoss();Adam;99;30;3
