;train_losses;val_losses;train_accuracies;val_accuracies
0;61.522238591674025;60.324625060403136;0.20362261;0.25758135
1;59.58584620481843;58.02788474856044;0.27714968;0.3239645
2;57.83711125562145;57.41786411669128;0.33403662;0.33968195
3;56.20461053544549;55.19817272728012;0.39430732;0.41900888
4;55.23412375966455;56.04516841956144;0.42886147;0.39441568
5;54.49064598812419;53.97117671176527;0.45525476;0.4626479
6;53.99474712298934;53.707548671925565;0.4692277;0.47078404
7;53.60570530982534;53.35397853512736;0.48276272;0.4835429
8;53.14980442994719;53.047477575448845;0.4964172;0.49426776
9;52.94336382143057;52.91203049654086;0.5040207;0.4933432
10;52.50086586824648;53.535980416472846;0.5192277;0.4748521
11;52.31400482274924;52.578716097498784;0.52460194;0.5070266
12;51.865745860300244;52.12035622117082;0.5389729;0.52348375
13;51.56474621523717;52.55419190536589;0.5509156;0.5112796
14;51.32757547463581;52.02901713241487;0.55720544;0.5264423
15;51.03456066641838;51.953532314864844;0.5673169;0.52551776
16;50.69393556922864;51.83768908370882;0.57798564;0.5310651
17;50.29236839926167;52.81788949007113;0.591043;0.49889052
18;50.02528773994203;52.07817432019837;0.59964174;0.5244083
19;49.755978378976224;51.81920347270176;0.60772294;0.5345784
20;49.531272504284125;51.79648428696852;0.61624205;0.5345784
21;49.11456330900739;51.53406740786761;0.6286624;0.54400885
22;48.89801768406181;51.57143779054901;0.6353901;0.5392012
23;48.585931479095656;51.52434578167616;0.6455016;0.5428994
24;48.430466082141656;51.461685699824045;0.6501194;0.5456731
25;48.14526394400627;51.53536731110522;0.6600717;0.54178995
26;48.04747053498675;51.29751216730423;0.66218156;0.55159026
27;47.79182775218016;51.38828663572052;0.6699841;0.5464127
28;47.77079528031076;51.336483272575066;0.67101914;0.54696745
29;47.46721459163982;51.35864744242832;0.68025476;0.5484468
30;47.42206719270937;51.15352518318673;0.6822452;0.556213
